,Целевая.Цена,Спальни,Ванные,Жилая площадь,Общая площадь,Количество этажей,Вид на воду,Просмотрены ранее,Состояние,Оценка риелтора,Площадь без подвала,Площадь подвала,Год постройки,Год реновации,Широта,Долгота
6733,257000,2,1,1000,3700,1,0,0,3,6,800,200,1929,0,"47,552","-122,29"
6734,464000,6,3,2300,3404,2,0,0,3,7,1600,700,1920,1994,"47,7067","-122,343"
6735,314000,2,1,720,4920,1,0,0,3,6,720,0,1941,0,"47,5352","-122,371"
6736,490000,4,"1,75",1870,9500,1,0,0,4,7,1090,780,1962,0,"47,7012","-122,187"
6737,231000,4,1,1220,5120,"1,5",0,0,5,6,1220,0,1940,0,"47,205","-121,996"
6738,552500,3,"1,5",1300,1435,2,0,0,3,8,1120,180,2007,0,"47,6114","-122,31"
6739,715000,5,3,3490,6091,2,0,0,3,9,3490,0,2009,0,"47,7744","-122,225"
6740,411000,4,"2,75",2500,5257,2,0,0,3,8,2500,0,1966,0,"47,5293","-122,287"
6741,1010000,4,"2,5",2480,12688,1,0,0,4,9,1820,660,1967,0,"47,6344","-122,205"
6742,295000,3,"1,5",1220,3286,2,0,0,3,7,1220,0,1982,0,"47,7168","-122,189"
6743,469775,2,"1,75",1530,7020,1,0,0,3,7,1030,500,1942,0,"47,6465","-122,395"
6744,451000,4,"1,75",1260,7250,1,0,0,3,6,1260,0,1943,0,"47,5267","-122,032"
6745,248000,4,1,1010,7515,1,0,0,4,6,1010,0,1955,0,"47,4174","-122,316"
6746,400000,3,1,1060,12690,1,0,0,3,7,1060,0,1969,0,"47,6736","-122,167"
6747,312000,2,1,1160,7500,"1,5",0,0,4,7,1160,0,1916,0,"47,6499","-121,916"
6748,315000,3,2,1900,9513,1,0,0,3,8,1900,0,1995,0,"47,2843","-122,357"
6749,625000,4,"2,25",2220,36085,2,0,0,3,9,2220,0,1989,0,"47,5839","-121,991"
6750,272000,4,"2,25",1800,5555,2,0,0,3,7,1800,0,2003,0,"47,3498","-122,052"
6751,440000,2,"1,5",1330,15873,1,0,0,3,7,900,430,1984,0,"47,6359","-122,033"
6752,465000,3,"2,5",1600,1311,3,0,0,3,8,1600,0,2005,0,"47,6903","-122,394"
6753,438900,4,"2,5",2740,5700,2,0,0,3,9,2740,0,2006,0,"47,3535","-122,026"
6754,295000,3,"2,5",1690,4102,2,0,0,3,7,1690,0,2003,0,"47,3552","-122,015"
6755,431000,3,"2,5",1710,12677,2,0,0,3,8,1710,0,1996,0,"47,75","-122,234"
6756,499000,4,"2,75",2250,14149,2,0,0,3,9,2250,0,1992,0,"47,7353","-121,962"
6757,607000,3,"2,5",2470,9226,2,0,0,3,9,2470,0,1991,0,"47,7439","-122,17"
6758,395000,2,1,1440,7808,1,0,0,4,7,860,580,1949,0,"47,7431","-122,336"
6759,804995,5,"1,5",3360,5402,2,0,0,3,9,3360,0,2014,0,"47,6067","-122,053"
6760,190000,2,"2,5",1370,3438,2,0,0,3,7,1370,0,1987,0,"47,4606","-122,283"
6761,283000,3,2,1820,15068,2,0,2,3,7,1520,300,1920,2014,"47,2103","-121,999"
6762,607000,5,"1,75",1910,5428,1,0,0,3,8,1390,520,1954,0,"47,5333","-122,392"
6763,450000,7,"3,5",2830,8625,1,0,0,4,8,1830,1000,1957,0,"47,7493","-122,355"
6764,480000,4,"2,5",2080,7966,1,0,0,3,7,1200,880,1970,0,"47,7393","-122,181"
6765,264950,3,"1,5",1470,11599,1,0,0,3,7,1070,400,1967,0,"47,3632","-122,188"
6766,399000,3,"2,25",1880,12473,1,0,0,3,8,1420,460,1958,0,"47,7623","-122,256"
6767,605000,5,"1,75",3240,34510,2,0,0,4,7,2690,550,1963,0,"47,5529","-122,027"
6768,342000,3,2,1930,11947,1,0,0,4,8,1930,0,1966,0,"47,3672","-122,151"
6769,253000,3,"1,5",880,6600,1,0,0,5,6,880,0,1945,0,"47,5002","-122,247"
6770,359000,3,"1,5",1550,4980,1,0,0,3,7,1080,470,1978,0,"47,7035","-122,34"
6771,250000,4,2,1470,7412,1,0,0,3,7,1470,0,1967,0,"47,3702","-122,318"
6772,555000,3,"2,5",3050,158558,1,0,0,4,9,3050,0,1987,0,"47,4326","-122,208"
6773,425000,3,1,980,4800,"1,5",0,0,3,7,980,0,1926,0,"47,5663","-122,274"
6774,475000,3,"1,75",1720,3825,"1,5",0,0,3,7,1720,0,1925,0,"47,666","-122,327"
6775,1240000,4,"3,5",4700,10183,1,0,2,3,11,2660,2040,2002,0,"47,6728","-122,189"
6776,624000,3,"1,75",1510,5200,1,0,0,4,7,860,650,1922,0,"47,6864","-122,365"
6777,285000,2,1,1050,3088,1,0,0,3,7,1050,0,2005,0,"47,5471","-121,996"
6778,420000,4,"1,75",2380,15324,1,0,0,3,8,1610,770,1978,0,"47,6262","-122,049"
6779,439000,3,2,2010,251341,2,0,0,3,8,1510,500,2003,0,"47,7416","-121,91"
6780,550000,4,3,2670,5000,2,0,2,3,7,2670,0,1916,1978,"47,5784","-122,377"
6781,667000,3,"1,5",1720,8100,2,0,0,3,8,1720,0,1907,0,"47,6746","-122,4"
6782,447000,3,"2,25",1440,4667,2,0,0,3,7,1440,0,1985,0,"47,5662","-122,017"
6783,468000,2,1,1160,6000,1,0,0,4,7,860,300,1942,0,"47,69","-122,292"
6784,541125,5,"2,75",2740,8426,1,0,0,4,8,1370,1370,1960,0,"47,5563","-122,184"
6785,473000,2,1,900,5100,1,0,0,4,7,900,0,1909,0,"47,6804","-122,378"
6786,364500,3,1,1600,4489,1,0,2,3,6,800,800,1944,0,"47,5686","-122,378"
6787,335000,4,"2,5",2520,7205,2,0,0,3,8,2520,0,1987,0,"47,343","-122,316"
6788,925000,3,"1,75",1610,10796,1,0,0,3,7,1070,540,1951,0,"47,6272","-122,208"
6789,615000,2,"1,75",2040,28593,"1,5",1,3,4,7,2040,0,1919,1990,"47,3979","-122,465"
6790,382500,4,"1,75",1560,8700,1,0,0,4,7,1560,0,1967,0,"47,7274","-122,181"
6791,2300000,4,"3,25",4110,15929,2,1,4,3,12,2720,1390,2001,0,"47,6934","-122,271"
6792,435000,2,"2,5",1560,1222,2,0,0,3,8,1080,480,2008,0,"47,604","-122,307"
6793,820000,4,"2,5",3670,7000,2,0,0,3,10,3670,0,2005,0,"47,5854","-122,08"
6794,952000,3,"3,5",2760,4500,2,0,0,3,9,2120,640,2004,0,"47,6529","-122,372"
6795,346500,3,"3,25",1570,2048,2,0,0,3,8,1290,280,2006,0,"47,548","-122,375"
6796,775900,3,"2,5",2700,5764,2,0,0,3,9,2700,0,2014,0,"47,5618","-122,027"
6797,795000,4,"2,75",2890,16397,2,0,0,3,10,2890,0,1997,0,"47,7102","-122,072"
6798,505000,2,"1,75",1310,3816,1,0,0,2,7,1110,200,1929,0,"47,679","-122,368"
6799,491234,4,"2,5",1540,1860,2,0,0,3,8,1540,0,2014,0,"47,5521","-121,999"
6800,725000,3,"1,75",1880,13300,1,0,0,3,7,1380,500,1967,0,"47,634","-122,204"
6801,496600,3,"2,5",1910,5562,2,0,0,3,8,1910,0,1988,0,"47,5738","-122,017"
6802,520000,3,"1,75",1940,219527,1,0,0,3,7,1940,0,1991,0,"47,4214","-122,02"
6803,300000,3,1,1260,8280,1,0,0,3,6,1260,0,1946,0,"47,7","-122,299"
6804,750000,4,"2,75",2600,4674,1,0,0,3,8,1560,1040,1976,0,"47,6782","-122,286"
6805,230000,3,"1,5",1500,11616,1,0,0,3,7,1100,400,1980,0,"47,4062","-122,174"
6806,422800,3,"1,75",1820,8400,1,0,0,3,7,1340,480,1976,0,"47,734","-122,17"
6807,1250000,4,"3,75",3830,41263,2,0,0,4,11,3830,0,1990,0,"47,7237","-122,042"
6808,466200,3,"1,5",1340,8856,1,0,0,4,7,1340,0,1959,0,"47,6094","-122,126"
6809,833000,4,"1,75",2260,12238,1,0,0,3,9,2260,0,1967,0,"47,5976","-122,178"
6810,605000,2,1,1550,3200,"1,5",0,0,3,8,1550,0,1927,0,"47,6368","-122,306"
6811,1280000,4,"3,5",4340,5500,2,0,0,3,10,2850,1490,2008,0,"47,6427","-122,397"
6812,535000,4,"2,5",2880,23994,2,0,3,3,9,2880,0,2002,0,"47,2124","-122,005"
6813,550285,2,"1,75",1680,4500,1,0,0,3,8,1680,0,2004,0,"47,7132","-122,032"
6814,160000,3,"1,75",1610,7392,1,0,0,4,7,1610,0,1964,0,"47,3413","-122,28"
6815,920000,4,"1,5",1850,3600,2,0,0,3,8,1660,190,1929,0,"47,6376","-122,307"
6816,450000,3,2,1680,4886,2,0,0,3,7,1180,500,1940,0,"47,5536","-122,286"
6817,298900,3,"2,5",1852,4000,2,0,0,3,7,1852,0,2014,0,"47,3451","-122,209"
6818,435000,3,"1,5",1300,3348,"1,5",0,0,3,7,1300,0,1904,2014,"47,592","-122,307"
6819,835000,3,"2,5",2720,13124,2,0,0,3,9,2720,0,1988,0,"47,6371","-122,094"
6820,560000,3,2,2870,95396,1,0,0,4,9,1350,1520,1980,0,"47,4834","-122,001"
6821,400000,4,2,1670,12056,1,0,0,3,7,1670,0,1955,0,"47,7418","-122,244"
6822,509000,4,"2,5",2600,9355,1,0,0,3,9,1840,760,1983,0,"47,7446","-122,249"
6823,208800,3,"2,5",1390,2450,2,0,0,3,7,1390,0,2009,0,"47,5298","-122,269"
6824,261000,3,1,1780,7800,1,0,0,3,7,1060,720,1957,0,"47,4932","-122,263"
6825,472800,3,"2,25",1840,8400,1,0,0,3,8,1290,550,1961,0,"47,5497","-122,172"
6826,210000,3,1,1700,11390,1,0,0,4,7,1700,0,1967,0,"47,3271","-122,323"
6827,535000,4,"2,75",2360,15100,1,0,0,3,8,2360,0,2014,0,"47,5117","-122,365"
6828,240000,3,1,1040,7800,1,0,0,3,7,1040,0,1948,0,"47,4804","-122,229"
6829,280000,2,"1,75",1960,30144,1,0,0,3,7,980,980,1957,0,"47,4234","-122,212"
6830,739000,3,"2,25",2220,10530,1,0,0,4,8,1700,520,1974,0,"47,6383","-122,098"
6831,495000,4,"2,25",2070,20280,2,0,0,4,7,2070,0,1968,0,"47,774","-122,134"
6832,995000,3,"2,5",2460,10300,1,0,0,3,10,2460,0,1992,0,"47,6999","-122,391"
6833,462000,5,2,1380,4300,"1,5",0,0,3,7,1380,0,1916,0,"47,6647","-122,337"
6834,535000,3,"1,75",2330,12141,1,0,0,3,7,1390,940,1983,0,"47,7607","-122,146"
6835,610000,3,"2,5",3440,18167,2,0,0,3,11,3440,0,1991,0,"47,2909","-122,342"
6836,866800,4,"3,5",2970,5000,2,0,2,3,9,2200,770,2001,0,"47,6772","-122,399"
6837,365000,3,"2,25",1110,979,2,0,0,3,7,960,150,2008,0,"47,5999","-122,3"
6838,500000,5,3,3720,25474,2,0,4,3,9,2090,1630,1986,0,"47,3296","-122,256"
6839,512500,4,"2,25",2200,6900,2,0,0,4,8,2200,0,1975,0,"47,7682","-122,261"
6840,425000,3,"2,5",1230,23522,1,0,0,4,7,1230,0,1978,0,"47,515","-122,162"
6841,155000,3,1,1300,6098,1,0,0,3,7,1300,0,2013,0,"47,7074","-121,364"
6842,270000,3,2,1300,1920,2,0,0,3,8,850,450,2006,0,"47,5183","-122,376"
6843,812000,4,"2,5",2270,5000,2,0,0,3,9,2270,0,2014,0,"47,6916","-122,37"
6844,885000,4,"2,5",2620,9157,2,0,0,3,8,2620,0,1996,0,"47,6916","-122,203"
6845,276000,4,"2,5",2068,7242,2,0,0,4,7,2068,0,1976,0,"47,3318","-122,281"
6846,715000,3,"1,5",1670,5060,2,0,2,5,7,1670,0,1925,0,"47,5671","-122,379"
6847,650000,3,"2,5",3060,7831,2,0,2,3,9,3060,0,2004,0,"47,5401","-121,861"
6848,449000,2,"2,5",1460,1296,2,0,0,3,8,1160,300,2008,0,"47,5923","-122,296"
6849,470000,2,1,900,5512,1,0,0,3,7,900,0,1947,0,"47,6877","-122,289"
6850,276693,4,1,1190,8875,"1,5",0,0,4,7,1190,0,1946,0,"47,7487","-122,303"
6851,550000,5,"2,75",2160,5720,1,0,0,5,7,1500,660,1950,0,"47,5728","-122,304"
6852,780000,3,"2,25",2140,3000,2,0,0,3,9,2140,0,1905,2006,"47,6767","-122,351"
6853,1130000,4,"3,5",3170,4000,2,0,0,3,10,2340,830,1999,0,"47,6265","-122,298"
6854,405000,3,"2,5",2160,10200,1,0,0,3,7,1360,800,1978,0,"47,7295","-122,331"
6855,685000,4,"2,5",3550,10968,2,0,0,3,9,3550,0,2006,0,"47,5431","-121,886"
6856,260000,5,"2,5",2025,7760,2,0,0,3,7,2025,0,2007,0,"47,2671","-122,256"
6857,879000,3,3,3030,5156,"1,5",0,0,4,9,2080,950,1929,0,"47,647","-122,369"
6858,798000,3,"3,5",3590,6402,2,0,0,3,10,3590,0,1999,0,"47,6336","-122,063"
6859,290000,3,2,1760,6600,1,0,0,3,7,1760,0,1998,0,"47,3836","-122,184"
6860,712000,4,"2,5",3140,32336,"1,5",0,0,3,10,3140,0,1995,0,"47,7412","-122,087"
6861,580000,3,"1,75",2040,81021,1,0,0,3,8,2040,0,1980,0,"47,6536","-122,045"
6862,420000,3,"3,5",1900,2133,2,0,0,3,8,1520,380,2009,0,"47,5675","-122,369"
6863,295000,3,"2,5",1940,10350,1,0,0,3,7,1420,520,1979,0,"47,3385","-122,256"
6864,295000,3,1,830,3386,1,0,0,3,6,830,0,1942,1989,"47,7027","-122,355"
6865,740000,4,"2,5",3360,15091,2,0,0,3,9,3360,0,1997,0,"47,6649","-122,135"
6866,552900,4,"3,5",3828,18900,"2,5",0,0,3,9,3828,0,2014,0,"47,2851","-122,277"
6867,280000,3,1,1350,7553,"1,5",0,0,3,6,1350,0,1914,0,"47,5345","-122,274"
6868,329000,3,1,1600,5952,1,0,0,4,7,1150,450,1964,0,"47,5292","-122,362"
6869,470000,3,"2,5",1980,9725,2,0,0,3,8,1980,0,1994,0,"47,4856","-121,802"
6870,489000,3,"1,5",1020,9072,1,0,0,3,7,920,100,1930,0,"47,695","-122,301"
6871,219900,4,"1,5",1120,5427,1,0,0,3,6,1120,0,1969,2014,"47,3628","-122,087"
6872,229950,3,"1,75",1170,11960,1,0,0,4,7,1170,0,1969,0,"47,3279","-122,136"
6873,600000,2,1,1370,5000,"1,5",0,0,3,7,1370,0,1905,0,"47,6744","-122,383"
6874,1030000,4,"3,25",3780,11200,2,0,0,3,11,3780,0,2002,0,"47,521","-122,15"
6875,467500,3,1,1700,4165,"1,5",0,0,3,7,1700,0,1918,0,"47,5569","-122,277"
6876,379950,3,2,1080,5077,1,0,0,3,7,1080,0,1985,0,"47,6836","-122,095"
6877,299950,2,"1,5",1390,1756,3,0,0,3,7,1390,0,2005,0,"47,7274","-122,357"
6878,1420000,4,"3,25",3600,38016,2,0,2,3,11,3310,290,1991,0,"47,7124","-122,253"
6879,460000,2,1,850,4650,1,0,0,3,7,850,0,1975,0,"47,6926","-122,365"
6880,723000,4,2,2790,8793,1,0,0,4,8,1640,1150,1977,0,"47,5509","-122,16"
6881,395000,4,"1,75",1960,7945,1,0,0,4,7,980,980,1946,0,"47,7326","-122,291"
6882,340000,8,"2,75",2790,6695,1,0,0,3,7,1470,1320,1977,0,"47,7565","-122,331"
6883,200000,2,"0,75",780,55764,1,0,0,4,4,780,0,1945,0,"47,442","-122,105"
6884,650000,4,"1,5",2480,6383,1,0,0,3,7,1380,1100,1946,0,"47,6445","-122,374"
6885,820000,3,"2,5",2990,10711,1,1,4,3,9,1560,1430,1976,1991,"47,3573","-122,324"
6886,247500,4,2,1760,8400,1,0,0,3,7,1060,700,1962,0,"47,3258","-122,323"
6887,340000,2,"1,5",1160,1438,2,0,0,3,7,1160,0,2001,0,"47,5917","-122,295"
6888,436000,4,"2,5",2495,5751,2,0,0,3,7,2495,0,2002,0,"47,7243","-121,957"
6889,407000,4,"2,5",2927,6000,2,0,0,3,7,2927,0,2011,0,"47,3737","-122,16"
6890,769000,4,"2,75",3630,15405,1,0,2,4,8,1850,1780,1968,0,"47,566","-122,225"
6891,625000,2,1,1100,4160,1,0,0,3,7,1100,0,1919,0,"47,6352","-122,352"
6892,445800,3,2,1320,6500,1,0,0,3,7,1320,0,1947,0,"47,7119","-122,319"
6893,372000,3,1,2298,10140,1,0,0,3,7,2298,0,1969,0,"47,6909","-122,083"
6894,779000,4,"1,5",2740,4912,1,0,0,4,8,1370,1370,1937,0,"47,6523","-122,412"
6895,219950,3,"2,25",1500,7615,1,0,0,3,7,1150,350,1984,0,"47,3146","-122,351"
6896,330000,3,"1,5",1170,4950,1,0,0,4,7,1170,0,1960,0,"47,6057","-122,135"
6897,143000,3,1,1090,3315,1,0,0,4,6,1090,0,1969,0,"47,3159","-122,183"
6898,1830000,4,"4,25",4500,215186,2,0,3,3,11,2630,1870,2009,0,"47,559","-122,045"
6899,399500,4,"1,75",1360,4840,"1,5",0,0,4,7,1360,0,1928,0,"47,556","-122,376"
6900,442500,4,"2,5",2170,14024,2,0,0,3,8,2170,0,1992,0,"47,7346","-121,97"
6901,410000,3,"2,25",1420,3750,2,0,0,3,7,1420,0,1987,0,"47,5725","-122,383"
6902,498000,3,3,2360,2750,2,0,1,3,7,1780,580,1983,0,"47,7142","-122,281"
6903,971971,4,"3,75",3460,6738,2,0,0,3,11,3460,0,2013,0,"47,506","-122,145"
6904,449000,3,"2,5",1810,1658,3,0,0,3,8,1810,0,1998,0,"47,6955","-122,376"
6905,260000,2,1,820,6771,1,0,0,4,6,820,0,1918,0,"47,52","-122,354"
6906,500000,2,1,1120,3220,1,0,0,4,7,1120,0,1923,0,"47,6588","-122,344"
6907,495000,2,2,1540,7110,1,0,0,3,7,960,580,1949,0,"47,6932","-122,395"
6908,390000,2,1,1270,8164,1,0,0,4,6,1270,0,1941,0,"47,7116","-122,311"
6909,589450,4,"2,5",3190,7941,2,0,0,3,10,3190,0,2005,0,"47,353","-122,002"
6910,959000,3,"2,5",3320,11875,1,0,0,5,10,3320,0,1979,0,"47,7212","-122,26"
6911,440000,2,"2,75",1100,1088,2,0,0,3,7,750,350,2006,0,"47,6405","-122,324"
6912,522000,4,"2,25",1800,8623,1,0,0,4,8,1360,440,1980,0,"47,692","-122,184"
6913,875000,3,"2,5",1820,6848,1,0,0,4,7,1820,0,1953,0,"47,6287","-122,207"
6914,450000,2,"1,75",840,3340,1,0,0,3,6,700,140,1912,0,"47,6692","-122,359"
6915,500000,3,"2,25",1710,4561,2,0,0,4,8,1710,0,1994,0,"47,5691","-122,004"
6916,1470000,4,4,4930,22093,2,0,3,3,12,4930,0,2004,0,"47,5874","-121,965"
6917,255000,4,"2,5",1987,6000,2,0,0,3,7,1987,0,2011,0,"47,2679","-122,255"
6918,663000,3,2,1480,3876,1,0,0,5,7,860,620,1928,0,"47,6808","-122,382"
6919,410000,3,2,1400,45738,2,0,0,4,8,1400,0,1981,0,"47,3624","-122,455"
6920,440000,4,"2,75",2340,11034,1,0,0,3,8,1720,620,1967,0,"47,7686","-122,278"
6921,636230,4,"2,5",2840,6284,2,0,0,3,9,2840,0,2013,0,"47,5135","-122,169"
6922,320000,3,1,1520,8870,"1,5",0,0,4,7,1520,0,1951,0,"47,7638","-122,317"
6923,387500,3,1,1560,14333,1,0,0,4,7,1560,0,1953,0,"47,432","-122,348"
6924,1000000,4,"2,5",2610,3277,"1,5",0,0,5,8,1920,690,1922,0,"47,6636","-122,33"
6925,540000,3,2,1470,1691,2,0,0,3,8,1000,470,2007,0,"47,6743","-122,316"
6926,710000,3,"2,5",2330,9160,2,0,0,3,9,2330,0,1997,0,"47,5467","-122,181"
6927,575000,3,"2,5",1870,3485,2,0,0,3,8,1870,0,2001,0,"47,5493","-122,004"
6928,385000,3,2,1590,9912,2,0,0,3,8,1590,0,2000,0,"47,3731","-122,43"
6929,1310000,4,"2,5",2680,12215,1,1,4,3,9,1590,1090,1956,0,"47,4396","-122,353"
6930,593700,3,"2,5",2000,22000,2,0,0,3,8,2000,0,1979,0,"47,59","-122,081"
6931,284000,3,"2,25",1580,7034,1,0,0,4,7,1180,400,1989,0,"47,3564","-122,04"
6932,834995,5,"1,5",3360,5225,2,0,0,3,9,3360,0,2014,0,"47,6072","-122,053"
6933,271900,3,"1,75",1890,11875,1,0,0,3,7,1230,660,1979,0,"47,4472","-121,774"
6934,593000,2,"2,5",2000,2500,3,0,1,3,8,1810,190,1994,0,"47,5788","-122,396"
6935,423500,3,2,1770,6000,1,0,3,3,7,1100,670,1984,0,"47,5644","-122,29"
6936,255000,3,"2,25",1740,10378,1,0,0,5,7,1740,0,1977,0,"47,3815","-122,09"
6937,160000,3,1,880,8976,1,0,0,4,6,880,0,1966,0,"47,3056","-122,368"
6938,890000,5,"3,5",4490,6000,2,0,0,3,10,3200,1290,2006,0,"47,5396","-122,073"
6939,469000,3,"2,25",2070,9957,1,0,0,3,8,1440,630,1977,0,"47,7766","-122,277"
6940,583000,4,"2,5",1840,4011,2,0,0,3,9,1840,0,2005,0,"47,6662","-122,083"
6941,247500,4,"1,75",2290,7765,1,0,0,3,6,2290,0,1936,1953,"47,4997","-122,353"
6942,305000,2,1,1290,3140,2,0,0,3,7,1290,0,2008,0,"47,6971","-122,026"
6943,308000,3,"2,5",1250,1150,2,0,0,3,8,1080,170,2009,0,"47,5582","-122,363"
6944,1210000,4,"3,5",3590,5335,2,0,2,3,9,3140,450,2006,0,"47,6762","-122,267"
6945,589000,3,1,1110,6000,"1,5",0,0,5,7,1110,0,1932,0,"47,6496","-122,403"
6946,968000,6,"2,75",3610,17580,1,0,4,5,9,2070,1540,1959,0,"47,5739","-122,069"
6947,965000,4,"2,5",3420,9575,2,0,0,3,11,3420,0,1994,0,"47,5527","-122,095"
6948,261500,3,1,1130,3600,1,0,0,3,6,1130,0,1908,0,"47,5978","-122,299"
6949,265000,4,"2,5",1820,16103,2,0,0,3,7,1820,0,2004,0,"47,3553","-122,196"
6950,173000,4,2,1200,8460,1,0,0,5,7,1200,0,1957,0,"47,4413","-122,277"
6951,227500,3,1,1540,9450,1,0,0,4,7,1540,0,1960,0,"47,3612","-122,315"
6952,620000,3,"1,75",1480,2185,"2,5",0,0,3,9,1480,0,2005,0,"47,6945","-122,17"
6953,180000,5,1,1460,11726,"1,5",0,0,3,6,1290,170,1936,0,"47,5039","-122,361"
6954,899950,4,"3,5",3290,5414,2,0,1,3,9,2360,930,2006,0,"47,7074","-122,219"
6955,940000,4,"1,5",2430,3600,"2,5",0,0,3,8,2430,0,1980,0,"47,6351","-122,285"
6956,345000,3,"1,75",1380,10529,1,0,0,3,7,1380,0,1967,0,"47,7119","-122,233"
6957,357000,3,"1,5",1340,11744,1,0,0,2,7,1340,0,1950,0,"47,4947","-122,36"
6958,190000,2,1,670,3101,1,0,0,4,6,670,0,1948,0,"47,5546","-122,274"
6959,398500,2,"2,5",1780,1311,3,0,0,3,8,1350,430,2005,0,"47,6962","-122,34"
6960,625000,4,"2,75",2140,4000,1,0,0,3,7,1190,950,1951,0,"47,6792","-122,287"
6961,807500,4,"2,5",3190,24170,2,0,0,3,10,3190,0,2002,0,"47,6209","-122,052"
6962,940000,4,"2,75",3770,24897,2,0,2,4,8,2550,1220,1964,0,"47,5824","-122,078"
6963,225000,3,"1,75",1350,9793,1,0,0,4,7,1350,0,1968,0,"47,1981","-122,003"
6964,616000,4,"2,5",2490,12929,2,0,0,3,9,2490,0,1983,0,"47,6161","-122,021"
6965,412500,3,2,1680,5246,1,0,0,3,7,1680,0,2007,0,"47,5206","-121,868"
6966,415000,5,"2,75",2060,8906,1,0,0,4,7,1220,840,1978,0,"47,5358","-122,289"
6967,325000,4,"2,75",1960,8937,1,0,0,5,7,980,980,1954,0,"47,451","-122,278"
6968,520000,4,"2,5",2410,6440,1,0,0,3,8,1550,860,1974,0,"47,7153","-122,191"
6969,695000,3,"2,5",4560,17622,2,0,0,4,9,3800,760,1986,0,"47,621","-122,03"
6970,420000,4,"1,75",1940,11500,1,0,0,4,7,1090,850,1955,0,"47,5774","-122,147"
6971,935000,4,3,3680,7105,2,0,2,3,10,2890,790,2008,0,"47,6956","-122,311"
6972,750000,3,"1,75",1590,8285,1,0,0,4,8,1590,0,1956,0,"47,5855","-122,194"
6973,898500,4,"2,75",2890,5000,"1,5",0,0,3,8,1990,900,1911,2014,"47,6768","-122,363"
6974,504200,2,"1,5",1200,1687,3,0,0,3,8,1200,0,2008,0,"47,6491","-122,334"
6975,667000,3,"1,75",1370,1921,3,0,0,3,8,1370,0,2007,0,"47,6595","-122,351"
6976,286000,4,"2,5",2060,16000,2,0,0,3,6,2060,0,1993,0,"47,2849","-122,251"
6977,486940,4,"2,5",3250,13360,2,0,0,3,9,3250,0,2014,0,"47,3524","-122,198"
6978,256400,3,"1,5",1490,7800,1,0,0,3,7,1010,480,1963,0,"47,3431","-122,304"
6979,569950,4,"3,5",2700,443440,"1,5",0,0,3,8,2700,0,1948,1997,"47,333","-122,098"
6980,330490,3,"2,75",1440,7350,1,0,0,4,7,1040,400,1980,0,"47,4431","-122,138"
6981,262500,3,"1,5",1610,10291,1,0,0,4,7,1610,0,1961,0,"47,2025","-121,999"
6982,401000,3,1,1120,8321,1,0,0,4,6,1120,0,1941,1987,"47,5631","-122,091"
6983,403500,3,1,1830,8004,1,0,0,3,8,1200,630,1960,0,"47,7259","-122,297"
6984,405000,3,2,1660,8174,1,0,0,3,7,830,830,1981,0,"47,7103","-122,199"
6985,705000,5,3,2380,5000,2,0,0,5,7,2380,0,1909,0,"47,6722","-122,389"
6986,895000,4,3,3570,10273,"1,5",0,3,3,9,2630,940,1935,2007,"47,6394","-122,077"
6987,210000,3,1,920,6612,1,0,0,3,6,920,0,1948,0,"47,548","-122,284"
6988,579950,4,"2,5",2880,213444,1,0,0,5,8,2140,740,1984,0,"47,2887","-122,109"
6989,895000,3,2,2160,105415,1,0,0,3,10,2160,0,1991,0,"47,4806","-122,152"
6990,369000,3,"2,25",1820,99752,1,0,0,4,7,1820,0,1969,0,"47,2838","-122,006"
6991,885000,4,"2,75",2730,3560,"1,5",0,0,3,8,1550,1180,1921,2007,"47,6737","-122,304"
6992,383000,3,"1,5",1340,7725,1,0,0,4,8,1340,0,1967,0,"47,5389","-122,173"
6993,682000,4,"2,5",3600,203425,2,0,0,3,9,3400,200,1979,0,"47,7597","-122,018"
6994,585000,4,"2,5",3110,6479,2,0,0,3,9,3110,0,2005,0,"47,5408","-121,861"
6995,592500,2,2,1340,5350,"1,5",0,0,3,8,1340,0,1941,0,"47,6384","-122,403"
6996,385000,3,"2,25",1630,1598,3,0,0,3,8,1630,0,2008,0,"47,6904","-122,347"
6997,436500,5,3,3110,12429,1,0,0,3,8,1790,1320,1977,0,"47,7463","-122,213"
6998,1000000,6,"2,75",3600,9675,1,0,2,4,9,1940,1660,1977,0,"47,5726","-122,213"
6999,343000,2,"1,5",1040,8526,1,0,0,5,6,1040,0,1953,0,"47,7349","-122,295"
7000,225000,3,2,1700,11475,1,0,0,5,6,970,730,1945,0,"47,4851","-122,338"
7001,635000,4,"2,5",2080,11176,1,0,0,5,8,2080,0,1954,0,"47,7107","-122,289"
7002,449950,4,"2,75",2320,4344,2,0,0,3,8,2320,0,2012,0,"47,4862","-122,163"
7003,1230000,4,"2,25",3070,16028,1,0,3,3,9,1870,1200,1976,0,"47,5271","-122,228"
7004,269500,3,"1,75",1840,7412,1,0,0,4,7,1240,600,1976,0,"47,3933","-122,188"
7005,263950,3,"1,75",1700,11613,1,0,0,5,7,1180,520,1977,0,"47,2874","-122,187"
7006,680000,1,"2,5",1820,3008,2,0,0,3,7,1090,730,1910,2004,"47,6529","-122,339"
7007,350000,2,1,740,7680,1,0,0,4,6,740,0,1922,0,"47,5245","-122,371"
7008,1880000,4,"3,25",3930,10929,2,0,0,3,10,3930,0,2006,0,"47,6259","-122,194"
